GPX6_level01_chainA,GPX6_level02_chainA,GPX6_level03_chainA,GPX6_level04_chainA,GPX6_level05_chainA,GPX6_level06_chainA,GPX6_level07_chainA,GPX6_level08_chainA,GPX6_level09_chainA,GPX6_level10_chainA,GPX6_level11_chainA,GPX6_level12_chainA,GPX6_level13_chainA,GPX6_level14_chainA,GPX6_level15_chainA,GPX6_level16_chainA,GPX6_level17_chainA,GPX6_level18_chainA,GPX6_level19_chainA,GPX6_level01_chainA_2,GPX6_level02_chainA_2,GPX6_level03_chainA_2,GPX6_level04_chainA_2,GPX6_level05_chainA_2,GPX6_level06_chainA_2,GPX6_level07_chainA_2,GPX6_level08_chainA_2,GPX6_level09_chainA_2,GPX6_level10_chainA_2,GPX6_level11_chainA_2,GPX6_level12_chainA_2,GPX6_level13_chainA_2,GPX6_level14_chainA_2,GPX6_level15_chainA_2,GPX6_level16_chainA_2,GPX6_level17_chainA_2,GPX6_level18_chainA_2,GPX6_level19_chainA_2,GPX6_level20_chainA,Homo_sapiens,Mus_musculus,Callithrix_jacchus,Saimiri_boliviensis,Cavia_porcellus,Sus_scrofa,Equus_caballus,Tarsius_syrichta,Pan_troglodytes,Oryctolagus_cuniculus,Mesocricetus_auratus,Macaca_mulatta,Jaculus_jaculus,Ictidomys_tridecemlineatus,Felis_catus,Cricetulus_griseus,Bos_taurus,Rattus_norvegicus,Loxodonta_africana,Odobenus_rosmarus,Otolemur_garnettii,Dipodomys_ordii,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43
0.208154,0.212760,0.207566,0.202372,0.207211,0.201137,0.195650,0.190164,0.184971,0.180125,0.186038,0.191521,0.197415,0.191937,0.196245,0.190823,0.189838,0.184678,0.190019,0.037535,0.037535,0.033195,0.026768,0.022130,0.016608,0.011079,0.011022,0.010951,0.010894,0.004863,0.000000,0.004569,0.009728,0.015182,0.020637,0.025796,0.031840,0.037294,0.042146,0.221038,0.061773,0.248127,0.260356,0.247472,0.204694,0.205669,0.247518,0.227219,0.246819,0.156578,0.219688,0.198635,0.218681,0.234465,0.166469,0.227058,0.091088,0.241813,0.230327,0.252549,0.196672,0.201382,0.197387,0.197970,0.198089,0.209915,0.213810,0.208480,0.220298,0.250237,0.197387,0.197620,0.181189,0.175146,0.108543,0.062065,0.144780,0.197620,0.197387,0.197387,0.208231,0.211935
0.212760,0.217365,0.212171,0.206977,0.211816,0.205742,0.200255,0.194769,0.189576,0.184731,0.190641,0.196124,0.202016,0.196538,0.200846,0.195424,0.194416,0.189256,0.194595,0.042173,0.042173,0.037833,0.031406,0.026768,0.021248,0.015721,0.015639,0.015540,0.015460,0.009431,0.004569,0.000000,0.005159,0.010613,0.016067,0.021227,0.027271,0.032725,0.037577,0.225614,0.066353,0.252705,0.264954,0.252050,0.209270,0.210247,0.252118,0.231793,0.251396,0.161160,0.224269,0.203216,0.223260,0.229888,0.171048,0.231634,0.095671,0.246388,0.234905,0.257174,0.201301,0.205960,0.201965,0.202548,0.202669,0.214492,0.218389,0.213060,0.224876,0.254813,0.201965,0.202197,0.185770,0.179727,0.113123,0.066645,0.149362,0.202197,0.201965,0.201965,0.212808,0.216512
0.207627,0.212234,0.207038,0.201843,0.206683,0.200607,0.195119,0.189631,0.194769,0.189925,0.195830,0.201313,0.207201,0.201723,0.206031,0.200611,0.199576,0.194416,0.199752,0.047408,0.047408,0.043068,0.036641,0.032003,0.026486,0.020961,0.020852,0.020720,0.020613,0.014589,0.009728,0.005159,0.000000,0.005456,0.010912,0.016072,0.022119,0.027575,0.032430,0.220523,0.071517,0.257866,0.270135,0.257210,0.214427,0.215409,0.247008,0.226708,0.256554,0.166327,0.219169,0.208382,0.228423,0.235047,0.176211,0.236793,0.100839,0.251544,0.240065,0.252032,0.206521,0.211122,0.207127,0.207710,0.197563,0.209396,0.213289,0.207957,0.219782,0.259970,0.207127,0.207357,0.190936,0.184893,0.118288,0.071809,0.154529,0.207357,0.207127,0.207127,0.217968,0.221672
0.213117,0.217723,0.212528,0.207332,0.212171,0.206095,0.200607,0.195119,0.200255,0.195413,0.201313,0.206796,0.212679,0.207201,0.211509,0.206091,0.205027,0.199867,0.205200,0.052940,0.052940,0.048600,0.042173,0.037535,0.032022,0.026501,0.026363,0.026196,0.026061,0.020041,0.015182,0.010613,0.005456,0.000000,0.005456,0.010616,0.016663,0.022119,0.026976,0.215073,0.076974,0.257575,0.269844,0.262661,0.219875,0.220862,0.241530,0.221261,0.257427,0.171787,0.213709,0.213840,0.233877,0.240496,0.181665,0.242242,0.106301,0.256990,0.245516,0.257540,0.212036,0.216575,0.212580,0.213163,0.203021,0.203945,0.207833,0.202497,0.214329,0.259679,0.212580,0.212808,0.196394,0.190351,0.123744,0.077266,0.159989,0.212808,0.212580,0.212580,0.223420,0.227123
0.207750,0.212358,0.207160,0.201961,0.206804,0.200723,0.195232,0.189740,0.194881,0.190035,0.195944,0.201431,0.207322,0.212679,0.216987,0.211570,0.210478,0.205318,0.210648,0.058473,0.058473,0.054133,0.047706,0.043068,0.037558,0.032041,0.031874,0.031671,0.031508,0.025494,0.020637,0.016067,0.010912,0.005456,0.000000,0.005164,0.011215,0.016674,0.021535,0.209751,0.082430,0.252267,0.264531,0.268112,0.225323,0.226315,0.247008,0.215946,0.262877,0.177247,0.208374,0.219298,0.239332,0.245946,0.187120,0.247692,0.111762,0.262436,0.250967,0.263048,0.217551,0.222028,0.218033,0.218616,0.208480,0.209396,0.202497,0.197154,0.209001,0.254380,0.218033,0.218260,0.201852,0.195809,0.129200,0.082722,0.165449,0.218260,0.218033,0.218033,0.228871,0.232575
0.202672,0.207282,0.202080,0.196879,0.201726,0.195640,0.190145,0.184650,0.189795,0.184945,0.190863,0.196353,0.202253,0.207615,0.211924,0.206503,0.205437,0.200274,0.205609,0.063707,0.063707,0.059367,0.052940,0.048302,0.042795,0.037281,0.037087,0.036851,0.036661,0.030651,0.025796,0.021227,0.016072,0.010616,0.005164,0.000000,0.006056,0.011519,0.016383,0.204713,0.087594,0.257431,0.269715,0.273272,0.230480,0.231476,0.252193,0.210917,0.268035,0.182414,0.213544,0.224464,0.244495,0.240924,0.192283,0.252851,0.116931,0.267592,0.256127,0.268262,0.222770,0.227189,0.223194,0.223777,0.213645,0.214556,0.207664,0.202324,0.203960,0.259540,0.223194,0.223420,0.207018,0.200975,0.134365,0.087886,0.170616,0.223420,0.223194,0.223194,0.234031,0.237735
0.196758,0.201371,0.196165,0.190960,0.195811,0.201726,0.196231,0.190735,0.195878,0.191031,0.196942,0.202431,0.208324,0.213682,0.217992,0.212573,0.211475,0.206312,0.211643,0.069836,0.069836,0.065496,0.059069,0.054431,0.048929,0.043420,0.043193,0.042917,0.042696,0.036693,0.031840,0.027271,0.022119,0.016663,0.011215,0.006056,0.000000,0.005468,0.010339,0.198853,0.093635,0.251606,0.263892,0.279306,0.224652,0.237512,0.246350,0.205068,0.274067,0.181351,0.207680,0.230507,0.238667,0.246960,0.191228,0.247031,0.122978,0.261787,0.254896,0.262387,0.216852,0.221345,0.217349,0.217934,0.207788,0.208709,0.201797,0.196449,0.198094,0.253727,0.217349,0.217577,0.201151,0.207018,0.140405,0.093927,0.169545,0.217577,0.217349,0.217349,0.228198,0.231902
0.191313,0.195926,0.190719,0.185512,0.190367,0.196288,0.190791,0.196231,0.201371,0.196526,0.202431,0.207921,0.213809,0.219163,0.223473,0.218055,0.216930,0.211767,0.217095,0.075369,0.075369,0.071029,0.064602,0.059964,0.054465,0.048959,0.048704,0.048392,0.048143,0.042146,0.037294,0.032725,0.027575,0.022119,0.016674,0.011519,0.005468,0.000000,0.004874,0.193451,0.099091,0.246215,0.258489,0.273934,0.219264,0.232126,0.240939,0.199671,0.268695,0.175940,0.202272,0.225113,0.233275,0.241577,0.185825,0.241646,0.128440,0.256409,0.249513,0.256946,0.211393,0.215949,0.211953,0.212538,0.202385,0.203314,0.196391,0.191037,0.192687,0.248343,0.211953,0.212183,0.195745,0.201619,0.134990,0.099383,0.164130,0.212183,0.211953,0.211953,0.222807,0.226511
0.196165,0.200778,0.195572,0.190367,0.195219,0.201135,0.195640,0.201076,0.206215,0.201371,0.207272,0.212760,0.218642,0.223993,0.228302,0.222887,0.221736,0.216575,0.221899,0.080281,0.080281,0.075942,0.069517,0.064880,0.059385,0.053884,0.053603,0.053261,0.052987,0.046995,0.042146,0.037577,0.032430,0.026976,0.021535,0.016383,0.010339,0.004874,0.000000,0.198268,0.103931,0.251020,0.263306,0.278723,0.224069,0.236929,0.245763,0.204483,0.273485,0.180765,0.207092,0.229922,0.238081,0.246377,0.190643,0.246448,0.133276,0.261205,0.254311,0.261797,0.216260,0.220760,0.216764,0.217349,0.207201,0.208125,0.201210,0.195861,0.197507,0.253143,0.216764,0.216993,0.200565,0.206433,0.139821,0.104223,0.168958,0.216993,0.216764,0.216764,0.227614,0.231317
0.005565,0.010219,0.015477,0.020731,0.025679,0.031816,0.037348,0.042885,0.048119,0.053064,0.059158,0.064700,0.064641,0.070134,0.074474,0.080007,0.085610,0.090786,0.096225,0.222794,0.222794,0.218439,0.220148,0.215498,0.221033,0.215626,0.215091,0.220948,0.219809,0.225836,0.221038,0.225614,0.220523,0.215073,0.209751,0.204713,0.198853,0.193451,0.198268,0.000000,0.272886,0.143416,0.154186,0.199512,0.162500,0.165422,0.131605,0.030057,0.235841,0.247453,0.058252,0.173043,0.154379,0.216939,0.260191,0.160244,0.256587,0.199962,0.181904,0.189565,0.181014,0.136680,0.133185,0.102720,0.089024,0.080423,0.049447,0.038890,0.018937,0.130357,0.106725,0.111178,0.116997,0.122170,0.211914,0.251250,0.232818,0.111178,0.133185,0.133008,0.143432,0.145405
0.222092,0.217468,0.212257,0.207046,0.202129,0.196037,0.190532,0.185028,0.179817,0.174950,0.168856,0.163349,0.157255,0.151749,0.147418,0.141952,0.141215,0.136028,0.130549,0.005563,0.005563,0.009927,0.016380,0.021042,0.026602,0.032161,0.038084,0.045096,0.050860,0.056901,0.061773,0.066353,0.071517,0.076974,0.082430,0.087594,0.093635,0.099091,0.103931,0.272886,0.000000,0.285458,0.294489,0.264573,0.250997,0.246739,0.282714,0.278375,0.271767,0.129761,0.271722,0.217972,0.260520,0.261217,0.144113,0.255729,0.075705,0.282061,0.242587,0.270252,0.216629,0.237133,0.233642,0.226807,0.226915,0.237190,0.252110,0.256544,0.267662,0.285638,0.218621,0.218819,0.199975,0.194721,0.086131,0.027319,0.119419,0.218819,0.233642,0.233756,0.244070,0.236689
0.124496,0.119853,0.120153,0.125357,0.130259,0.136269,0.141715,0.147200,0.141969,0.146903,0.152884,0.158408,0.153334,0.158753,0.163087,0.163677,0.162828,0.163072,0.157587,0.231170,0.231170,0.226813,0.228528,0.233180,0.232423,0.237969,0.237544,0.243277,0.246890,0.252923,0.248127,0.252705,0.257866,0.257575,0.252267,0.257431,0.251606,0.246215,0.251020,0.143416,0.285458,0.000000,0.047180,0.212762,0.191650,0.184471,0.171714,0.140431,0.236910,0.262265,0.119936,0.183070,0.163966,0.224912,0.275272,0.179500,0.277855,0.225349,0.206375,0.203826,0.185198,0.159916,0.156420,0.130467,0.129808,0.129955,0.099117,0.109740,0.129474,0.017928,0.143002,0.138483,0.150251,0.155414,0.236104,0.268047,0.252543,0.138483,0.156420,0.156255,0.171187,0.172646
0.131806,0.131505,0.131806,0.137029,0.141949,0.147974,0.153436,0.158941,0.153686,0.158643,0.164638,0.170185,0.165077,0.170513,0.174868,0.175460,0.174546,0.174786,0.169278,0.241628,0.241628,0.237250,0.238962,0.239259,0.244825,0.250391,0.249890,0.255546,0.259112,0.265165,0.260356,0.264954,0.270135,0.269844,0.264531,0.269715,0.263892,0.258489,0.263306,0.154186,0.294489,0.047180,0.000000,0.211147,0.195604,0.183925,0.177808,0.146434,0.252440,0.256111,0.129660,0.197765,0.174304,0.229505,0.274904,0.183415,0.286727,0.229437,0.212150,0.209829,0.200912,0.169726,0.166216,0.136431,0.135778,0.135920,0.105019,0.115672,0.135455,0.029204,0.149012,0.144477,0.157314,0.162483,0.239780,0.281027,0.252085,0.144477,0.166216,0.166055,0.175068,0.182500
0.156019,0.155720,0.155422,0.160610,0.165497,0.159370,0.164804,0.170281,0.165053,0.169984,0.171020,0.176540,0.171459,0.165944,0.170278,0.169441,0.168561,0.173705,0.168218,0.223610,0.223610,0.219253,0.225563,0.225860,0.231402,0.236944,0.241514,0.247222,0.250814,0.252269,0.247472,0.252050,0.257210,0.262661,0.268112,0.273272,0.279306,0.273934,0.278723,0.199512,0.264573,0.212762,0.211147,0.000000,0.185404,0.138288,0.193193,0.195937,0.198613,0.235054,0.179137,0.160741,0.181901,0.198616,0.261019,0.167788,0.239585,0.181153,0.163581,0.215468,0.199287,0.153805,0.150175,0.148359,0.151802,0.162879,0.167300,0.178290,0.184649,0.198194,0.143705,0.143667,0.153316,0.147828,0.227386,0.255553,0.236403,0.143667,0.150175,0.150746,0.164600,0.140074
0.115588,0.115290,0.115588,0.120784,0.125680,0.131679,0.137117,0.142592,0.137370,0.142297,0.148267,0.153780,0.148717,0.143209,0.147540,0.142076,0.141340,0.146483,0.141004,0.195868,0.195868,0.191512,0.193233,0.193529,0.199070,0.204610,0.204366,0.210291,0.214073,0.209498,0.204694,0.209270,0.214427,0.219875,0.225323,0.230480,0.224652,0.219264,0.224069,0.162500,0.250997,0.191650,0.195604,0.185404,0.000000,0.086371,0.159489,0.149836,0.215377,0.218224,0.145207,0.172016,0.152100,0.176236,0.237137,0.079113,0.238218,0.116702,0.125806,0.166782,0.168149,0.073293,0.069798,0.090086,0.098628,0.109050,0.128713,0.133086,0.148448,0.177679,0.098854,0.094343,0.116864,0.122031,0.208006,0.233418,0.209256,0.094343,0.069798,0.064068,0.043501,0.096514
0.118210,0.117911,0.117612,0.122813,0.127712,0.121583,0.127042,0.132532,0.127302,0.132235,0.138235,0.143757,0.138706,0.133189,0.137523,0.128597,0.127929,0.133085,0.127597,0.197367,0.197367,0.193010,0.194737,0.195034,0.200578,0.206121,0.205340,0.211278,0.215056,0.210478,0.205669,0.210247,0.215409,0.220862,0.226315,0.231476,0.237512,0.232126,0.236929,0.165422,0.246739,0.184471,0.183925,0.138288,0.086371,0.000000,0.136023,0.157719,0.191401,0.234001,0.139383,0.144048,0.146001,0.155846,0.253367,0.076686,0.243651,0.107521,0.099817,0.174855,0.151501,0.041998,0.038501,0.068388,0.076937,0.091676,0.116652,0.127226,0.146841,0.170472,0.077172,0.077406,0.098720,0.093435,0.202895,0.238694,0.225463,0.077406,0.038501,0.032719,0.051329,0.065319
0.100874,0.100573,0.105808,0.111040,0.115969,0.122017,0.127495,0.133009,0.138221,0.143177,0.149185,0.154732,0.149637,0.144095,0.148451,0.153993,0.153190,0.158360,0.152848,0.233451,0.233451,0.229072,0.230790,0.231087,0.236655,0.242223,0.241544,0.247266,0.250875,0.252335,0.247518,0.252118,0.247008,0.241530,0.247008,0.252193,0.246350,0.240939,0.245763,0.131605,0.282714,0.171714,0.177808,0.193193,0.159489,0.136023,0.000000,0.128389,0.213683,0.250877,0.106256,0.183830,0.143067,0.207198,0.264171,0.142256,0.260508,0.186064,0.166506,0.153104,0.154148,0.118563,0.115053,0.084455,0.070688,0.055797,0.087117,0.097727,0.117450,0.153901,0.097031,0.101507,0.114619,0.119818,0.219718,0.265265,0.236189,0.101507,0.115053,0.114867,0.129944,0.127835
0.018179,0.017876,0.023122,0.028365,0.033303,0.039416,0.044932,0.050456,0.055678,0.060618,0.066689,0.072222,0.072152,0.077629,0.081966,0.087489,0.087035,0.092206,0.097640,0.224141,0.224141,0.219788,0.221492,0.221786,0.227318,0.221919,0.221351,0.227160,0.225990,0.232013,0.227219,0.231793,0.226708,0.221261,0.215946,0.210917,0.205068,0.199671,0.204483,0.030057,0.278375,0.140431,0.146434,0.195937,0.149836,0.157719,0.128389,0.000000,0.232662,0.252965,0.050495,0.173851,0.141697,0.213758,0.265695,0.156794,0.262107,0.188064,0.183135,0.176783,0.181833,0.128967,0.125472,0.094992,0.081289,0.072690,0.041688,0.031123,0.011161,0.122628,0.098998,0.103455,0.117795,0.122968,0.217416,0.256741,0.238326,0.103455,0.125472,0.125293,0.140233,0.137695
0.209536,0.209241,0.208945,0.208945,0.213807,0.207702,0.213092,0.218540,0.213324,0.218245,0.212147,0.217657,0.211558,0.206048,0.210380,0.204928,0.203864,0.208995,0.203514,0.234906,0.235100,0.230744,0.237040,0.237335,0.231929,0.237469,0.241446,0.246860,0.251401,0.251615,0.246819,0.251396,0.256554,0.257427,0.262877,0.268035,0.274067,0.268695,0.273485,0.235841,0.271767,0.236910,0.252440,0.198613,0.215377,0.191401,0.213683,0.232662,0.000000,0.260608,0.219713,0.218841,0.208225,0.249434,0.262963,0.228047,0.255620,0.241560,0.227431,0.231673,0.201320,0.186544,0.183050,0.168102,0.171938,0.182544,0.207512,0.206660,0.221876,0.232592,0.159889,0.159847,0.180612,0.175344,0.219391,0.258781,0.250655,0.159847,0.183050,0.183146,0.196617,0.195252
0.210624,0.205989,0.200761,0.195532,0.190601,0.191676,0.197083,0.202542,0.197320,0.192452,0.191804,0.186287,0.181202,0.175691,0.180023,0.174562,0.173655,0.168464,0.162979,0.111966,0.111966,0.107604,0.113992,0.118652,0.124209,0.129765,0.135126,0.141514,0.145659,0.151704,0.156578,0.161160,0.166327,0.171787,0.177247,0.182414,0.181351,0.175940,0.180765,0.247453,0.129761,0.262265,0.256111,0.235054,0.218224,0.234001,0.250877,0.252965,0.260608,0.000000,0.249747,0.209379,0.228008,0.242852,0.053099,0.227630,0.137946,0.258819,0.212923,0.253586,0.175456,0.217323,0.220817,0.194983,0.194870,0.205224,0.220187,0.230739,0.242189,0.252987,0.187023,0.187231,0.164075,0.165013,0.061600,0.116044,0.020424,0.187231,0.220817,0.220927,0.215967,0.219606
0.044175,0.043872,0.049113,0.054352,0.059285,0.065381,0.070885,0.076406,0.081624,0.086566,0.092620,0.098157,0.093130,0.098599,0.102937,0.108464,0.107900,0.113068,0.118493,0.216144,0.216144,0.211786,0.213508,0.213805,0.219351,0.213930,0.213405,0.219294,0.223034,0.224494,0.219688,0.224269,0.219169,0.213709,0.208374,0.213544,0.207680,0.202272,0.207092,0.058252,0.271722,0.119936,0.129660,0.179137,0.145207,0.139383,0.106256,0.050495,0.219713,0.249747,0.000000,0.164022,0.148809,0.212114,0.262500,0.138445,0.255525,0.177972,0.166470,0.169853,0.172708,0.110582,0.107086,0.083530,0.069792,0.061197,0.030085,0.019479,0.039409,0.105862,0.096070,0.100536,0.118135,0.123323,0.218673,0.254308,0.235092,0.100536,0.107086,0.106897,0.121873,0.118305
0.147542,0.147243,0.146944,0.152138,0.157031,0.150902,0.152009,0.157493,0.152263,0.157195,0.163177,0.168699,0.168555,0.163038,0.167372,0.161901,0.161059,0.155863,0.150373,0.179732,0.179732,0.175372,0.181720,0.182018,0.187567,0.193116,0.192402,0.198437,0.197411,0.203451,0.198635,0.203216,0.208382,0.213840,0.219298,0.224464,0.230507,0.225113,0.229922,0.173043,0.217972,0.183070,0.197765,0.160741,0.172016,0.144048,0.183830,0.173851,0.218841,0.209379,0.164022,0.000000,0.137419,0.186338,0.227662,0.150603,0.196901,0.195452,0.141227,0.197542,0.148450,0.134439,0.130944,0.117735,0.117792,0.132502,0.150753,0.161334,0.162958,0.177066,0.105228,0.105457,0.078426,0.073134,0.172599,0.196279,0.199699,0.105457,0.130944,0.131013,0.150992,0.128686
0.110231,0.109931,0.109632,0.114837,0.119741,0.125758,0.131209,0.136695,0.131465,0.136398,0.142385,0.147907,0.147769,0.142252,0.146587,0.146040,0.145282,0.145532,0.140044,0.200154,0.200154,0.195795,0.202120,0.202417,0.207962,0.213508,0.212688,0.218578,0.217450,0.223486,0.218681,0.223260,0.228423,0.233877,0.239332,0.244495,0.238667,0.233275,0.238081,0.154379,0.260520,0.163966,0.174304,0.181901,0.152100,0.146001,0.143067,0.141697,0.208225,0.228008,0.148809,0.137419,0.000000,0.193844,0.246634,0.162502,0.239229,0.183199,0.162415,0.171028,0.134153,0.125996,0.122502,0.090811,0.104601,0.115024,0.123323,0.133890,0.140292,0.150463,0.078315,0.078547,0.084330,0.089525,0.197463,0.238910,0.218340,0.078547,0.122502,0.122573,0.141830,0.134717
0.154481,0.149843,0.149246,0.154435,0.159323,0.153199,0.158636,0.164114,0.158887,0.163817,0.169786,0.175305,0.170229,0.164715,0.169049,0.169097,0.168218,0.173362,0.167877,0.216818,0.216818,0.212461,0.214182,0.218835,0.224377,0.229919,0.228949,0.234155,0.237812,0.239266,0.234465,0.229888,0.235047,0.240496,0.245946,0.240924,0.246960,0.241577,0.246377,0.216939,0.261217,0.224912,0.229505,0.198616,0.176236,0.155846,0.207198,0.213758,0.249434,0.242852,0.212114,0.186338,0.193844,0.000000,0.249969,0.169325,0.266847,0.204714,0.137045,0.210287,0.201317,0.135789,0.132295,0.151471,0.159805,0.169652,0.194590,0.205119,0.207671,0.219394,0.155976,0.155723,0.163763,0.158499,0.219375,0.257166,0.227528,0.155723,0.132295,0.138069,0.151552,0.105560
0.215136,0.210503,0.205278,0.200052,0.195123,0.196195,0.201596,0.207051,0.201833,0.196967,0.196320,0.190807,0.185722,0.180214,0.184545,0.179088,0.178158,0.172970,0.167489,0.122380,0.122380,0.118020,0.124394,0.129051,0.134602,0.140153,0.145448,0.151469,0.155559,0.161597,0.166469,0.171048,0.176211,0.181665,0.187120,0.192283,0.191228,0.185825,0.190643,0.260191,0.144113,0.275272,0.274904,0.261019,0.237137,0.253367,0.264171,0.265695,0.262963,0.053099,0.262500,0.227662,0.246634,0.249969,0.000000,0.246838,0.161375,0.277931,0.232268,0.280280,0.188937,0.230608,0.234101,0.208315,0.208211,0.218540,0.232987,0.243526,0.254944,0.266004,0.200363,0.200567,0.177447,0.178375,0.079582,0.130421,0.032694,0.200567,0.234101,0.234217,0.235168,0.232898
0.113939,0.113640,0.118843,0.124044,0.128944,0.134952,0.140396,0.145877,0.140650,0.145580,0.151558,0.157077,0.152010,0.146497,0.150831,0.150285,0.149505,0.154652,0.149167,0.218835,0.218835,0.214479,0.216196,0.216493,0.222033,0.227573,0.226974,0.232768,0.236434,0.231858,0.227058,0.231634,0.236793,0.242242,0.247692,0.252851,0.247031,0.241646,0.246448,0.160244,0.255729,0.179500,0.183415,0.167788,0.079113,0.076686,0.142256,0.156794,0.228047,0.227630,0.138445,0.150603,0.162502,0.169325,0.246838,0.000000,0.253440,0.109316,0.117454,0.174180,0.166942,0.059339,0.055841,0.085722,0.085769,0.091753,0.115694,0.126275,0.145905,0.165495,0.094508,0.098975,0.112305,0.117498,0.211900,0.247682,0.218900,0.098975,0.055841,0.050069,0.035728,0.073134
0.210975,0.206344,0.201122,0.195899,0.200768,0.194660,0.200063,0.194550,0.189332,0.184461,0.178355,0.172840,0.172695,0.167186,0.171518,0.166053,0.165190,0.160000,0.154517,0.060146,0.060146,0.055783,0.062210,0.066871,0.072429,0.077987,0.083632,0.090357,0.089890,0.095935,0.091088,0.095671,0.100839,0.106301,0.111762,0.116931,0.122978,0.128440,0.133276,0.256587,0.075705,0.277855,0.286727,0.239585,0.238218,0.243651,0.260508,0.262107,0.255620,0.137946,0.255525,0.196901,0.239229,0.266847,0.161375,0.253440,0.000000,0.280148,0.247379,0.241100,0.203525,0.234755,0.231247,0.214691,0.214795,0.225136,0.240129,0.244578,0.251319,0.273842,0.202193,0.202397,0.183024,0.177738,0.095344,0.053841,0.136573,0.202397,0.231247,0.231362,0.241725,0.234057
0.138262,0.137964,0.143159,0.148352,0.153243,0.159230,0.164659,0.170132,0.164908,0.169835,0.175793,0.181308,0.176228,0.170718,0.175051,0.170474,0.169589,0.174728,0.169247,0.229264,0.229264,0.224908,0.237106,0.237402,0.242941,0.248479,0.241898,0.247595,0.251182,0.246608,0.241813,0.246388,0.251544,0.256990,0.262436,0.267592,0.261787,0.256409,0.261205,0.199962,0.282061,0.225349,0.229437,0.181153,0.116702,0.107521,0.186064,0.188064,0.241560,0.258819,0.177972,0.195452,0.183199,0.204714,0.277931,0.109316,0.280148,0.000000,0.141481,0.192836,0.183026,0.082179,0.085677,0.117753,0.121791,0.136475,0.161461,0.165856,0.181418,0.211374,0.113778,0.118232,0.139788,0.144954,0.244624,0.270019,0.250063,0.118232,0.085677,0.091481,0.097030,0.104435
0.140995,0.140696,0.145890,0.151081,0.155972,0.157317,0.162745,0.168217,0.162991,0.167920,0.173875,0.179391,0.174305,0.168793,0.173126,0.167665,0.166795,0.171935,0.166452,0.216022,0.216022,0.211665,0.213383,0.213680,0.219222,0.224764,0.224181,0.229989,0.233671,0.235126,0.230327,0.234905,0.240065,0.245516,0.250967,0.256127,0.254896,0.249513,0.254311,0.181904,0.242587,0.206375,0.212150,0.163581,0.125806,0.099817,0.166506,0.183135,0.227431,0.212923,0.166470,0.141227,0.162415,0.137045,0.232268,0.117454,0.247379,0.141481,0.000000,0.211403,0.143018,0.083830,0.080284,0.100102,0.108776,0.123689,0.149028,0.159746,0.171725,0.192179,0.104684,0.109208,0.104425,0.105634,0.196952,0.237521,0.203933,0.109208,0.080284,0.086168,0.101138,0.057130
0.159992,0.159691,0.159389,0.164634,0.169575,0.175616,0.181096,0.186624,0.191849,0.196830,0.190653,0.196231,0.191087,0.185514,0.189894,0.189351,0.188355,0.193550,0.188006,0.233058,0.233058,0.228653,0.230391,0.230691,0.236296,0.241900,0.246588,0.252327,0.255927,0.257395,0.252549,0.257174,0.252032,0.257540,0.263048,0.268262,0.262387,0.256946,0.261797,0.189565,0.270252,0.203826,0.209829,0.215468,0.166782,0.174855,0.153104,0.176783,0.231673,0.253586,0.169853,0.197542,0.171028,0.210287,0.280280,0.174180,0.241100,0.192836,0.211403,0.000000,0.191802,0.158704,0.155178,0.125241,0.115481,0.126010,0.151202,0.155624,0.175387,0.185932,0.137874,0.138097,0.141145,0.146361,0.230836,0.252681,0.252134,0.138097,0.155178,0.155003,0.165893,0.167247
0.143980,0.143677,0.143374,0.148630,0.153581,0.159644,0.165141,0.170680,0.165393,0.160454,0.166497,0.172081,0.166948,0.161370,0.165752,0.165201,0.164333,0.164583,0.159034,0.172531,0.172531,0.168125,0.174541,0.174842,0.180450,0.186058,0.185374,0.191512,0.195435,0.201538,0.196672,0.201301,0.206521,0.212036,0.217551,0.222770,0.216852,0.211393,0.216260,0.181014,0.216629,0.185198,0.200912,0.199287,0.168149,0.151501,0.154148,0.181833,0.201320,0.175456,0.172708,0.148450,0.134153,0.201317,0.188937,0.166942,0.203525,0.183026,0.143018,0.191802,0.000000,0.137530,0.134001,0.112034,0.111853,0.122426,0.147678,0.158365,0.170850,0.167239,0.103965,0.104199,0.082951,0.088225,0.148444,0.199030,0.160679,0.104199,0.134001,0.134069,0.154256,0.142311
0.092736,0.092436,0.097649,0.102860,0.107768,0.113798,0.119258,0.124748,0.119518,0.124451,0.130452,0.135974,0.130923,0.125407,0.129741,0.124262,0.123617,0.128773,0.123285,0.192713,0.192713,0.188355,0.190083,0.190380,0.195924,0.201468,0.201006,0.206969,0.210770,0.206192,0.201382,0.205960,0.211122,0.216575,0.222028,0.227189,0.221345,0.215949,0.220760,0.136680,0.237133,0.159916,0.169726,0.153805,0.073293,0.041998,0.118563,0.128967,0.186544,0.217323,0.110582,0.134439,0.125996,0.135789,0.230608,0.059339,0.234755,0.082179,0.083830,0.158704,0.137530,0.000000,0.003498,0.039504,0.048048,0.062828,0.087795,0.098376,0.118050,0.145905,0.048035,0.052528,0.078622,0.083844,0.193290,0.229093,0.202694,0.052528,0.003498,0.009314,0.033987,0.030384
